FEC_NAC,GENERO,EDO_CIVIL,NIV_ESTUDIOS,TIPO_CASA,DEP_ECONOMICOS,SUELDO_SOL,CP,DOM_ANIOS,DOM_MESES,TRA_ANIOS,TRA_MESES,HIJOS,CAP_PAGO,PUNTOS_BURO,OTRA_CUENTA,CLASE,CLASE2,CLASE3,CLASE4,VALORNUEVO,FRESCURANUEVO
19/11/1998,FEMENINO,SOLTERO,SECUNDARIA,PROPIA,0,8000,28047,2,0,2,6,NO,1420.96,0,NO,PERDIDOS,V0F0,V0,F0,V1,F1
05/11/1995,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,3600,28000,12,0,1,0,NO,900,0,NO,ATENCION ALTA,V3F2,V3,F2,V3,F2
07/05/1991,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,5000,28510,25,0,2,3,NO,1400,0,NO,CAMPEONES,V4F5,V4,F5,V4,F5
25/06/1996,MASCULINO,SOLTERO,LICENCIATURA,PROPIA,0,3600,49840,21,0,3,0,NO,900,0,NO,ATENCION ALTA,V3F2,V3,F2,V3,F2
13/07/1967,MASCULINO,CASADO,SECUNDARIA,PAGANDOLA,0,12000,28000,10,0,12,0,SINODATOS,2005.42,437.32,NO,PERDIDOS,V1F1,V1,F1,V2,F1
25/08/1992,MASCULINO,SOLTERO,BACHILLERATO,FAMILIARES,0,5000,28077,0,1,0,7,NO,1300,0,NO,POTENCIALES,V3F2,V3,F2,V4,F3
10/08/1998,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,10000,28983,3,0,30,0,NO,909.41,0,NO,POTENCIALES,V2F2,V2,F2,V3,F2
03/02/1988,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,5500,28000,2,0,11,0,SINODATOS,945.79,0,NO,PERDIDOS,V1F2,V1,F2,V2,F2
26/01/1997,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,6000,28975,20,0,0,3,SINODATOS,909.41,35.64,NO,ATENCION ALTA,V2F2,V2,F2,V2,F2
23/11/1986,FEMENINO,SOLTERO,SECUNDARIA,FAMILIARES,0,8000,28047,4,0,6,0,SINODATOS,1091.29,334.64,NO,LEALTAD,V4F3,V4,F3,V4,F4
15/12/1989,MASCULINO,CASADO,LICENCIATURA,PADRES,0,10600,28000,0,5,3,0,SINODATOS,1591.47,235.62,NO,POTENCIALES,V1F1,V1,F1,V2,F2
13/03/1987,FEMENINO,CASADO,MAESTRIA,PADRES,0,18000,28000,1,3,9,0,SINODATOS,1705.15,800.56,NO,ATENCION ALTA,V2F2,V2,F2,V2,F2
22/04/1995,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,14200,28000,10,0,0,7,NO,3550,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
24/11/1937,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,16000,28000,40,0,15,0,SINODATOS,1705.15,128.68,NO,POTENCIALES,V2F2,V2,F2,V2,F2
11/08/1986,MASCULINO,CASADO,LICENCIATURA,FAMILIARES,3,12000,28983,5,0,0,7,SINODATOS,3055.63,108.9,NO,PERDIDOS,V1F1,V1,F1,V1,F1
26/06/1976,FEMENINO,CASADO,BACHILLERATO,FAMILIARES,0,7000,28000,40,0,13,0,SI,1091.29,294,NO,POTENCIALES,V2F2,V2,F2,V3,F2
11/01/1976,MASCULINO,SOLTERO,SECUNDARIA,PROPIA,0,20000,28010,20,0,20,0,SINODATOS,1705.15,318.68,NO,PERDIDOS,V1F1,V1,F1,V1,F1
02/01/1967,FEMENINO,UNIONLIBRE,PRIMARIA,FAMILIARES,0,5000,28000,0,2,2,0,SINODATOS,545.64,7.9,NO,PERDIDOS,V0F0,V0,F0,V1,F1
05/11/1989,FEMENINO,SOLTERO,LICENCIATURA,RENTADA,0,10000,28040,0,8,5,0,NO,1508.92,188,NO,CAMPEONES,V4F5,V4,F5,V4,F5
01/02/1984,MASCULINO,UNIONLIBRE,SECUNDARIA,PROPIA,2,14000,28040,19,0,4,0,SINODATOS,945.79,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
04/02/1989,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,15000,28000,12,0,8,0,SINODATOS,3273.89,95,NO,LEALTAD,V3F3,V3,F3,V3,F4
02/08/1994,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,9300,28400,23,0,0,2,NO,909.41,15.84,NO,POTENCIALES,V3F2,V3,F2,V3,F3
08/02/1975,FEMENINO,UNIONLIBRE,SECUNDARIA,FAMILIARES,0,3000,28000,17,0,6,0,SINODATOS,660,0,SI,ATENCION MEDIA,V1F1,V1,F1,V1,F2
24/09/1992,FEMENINO,UNIONLIBRE,LICENCIATURA,FAMILIARES,0,6000,28063,2,0,0,2,SINODATOS,1680,0,SI,CAMPEONES,V4F5,V4,F5,V5,F5
18/04/1975,MASCULINO,CASADO,BACHILLERATO,PROPIA,2,7000,28000,10,0,5,0,SINODATOS,1705.15,448.52,SI,ATENCION ALTA,V3F4,V3,F4,V1,F2
02/07/1969,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,15000,28219,1,0,20,0,SINODATOS,750,35.72,SI,LEALTAD,V3F3,V3,F3,V1,F1
05/09/1954,FEMENINO,DIVORCIADO,CARRERATECNICA,PROPIA,0,4000,28000,30,0,2,0,SINODATOS,1200,176.7,SI,POTENCIALES,V2F1,V2,F1,V1,F1
18/06/1977,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,10000,28075,3,6,17,0,SINODATOS,1705.15,783.72,SI,POTENCIALES,V1F2,V1,F2,V1,F1
04/09/1971,MASCULINO,CASADO,CARRERATECNICA,FAMILIARES,0,8000,28000,25,0,3,0,SINODATOS,1091.29,870.52,SI,PERDIDOS,V1F1,V1,F1,V1,F1
09/11/1979,FEMENINO,CASADO,CARRERATECNICA,PAGANDOLA,0,6000,28000,7,9,10,0,SINODATOS,1195.15,469,NO,POTENCIALES,V2F2,V2,F2,V1,F1
21/06/1977,FEMENINO,SOLTERO,LICENCIATURA,RENTADA,0,7500,28134,2,0,2,0,NO,1006.76,151.2,SI,POTENCIALES,V2F2,V2,F2,V1,F1
14/02/1969,FEMENINO,CASADO,LICENCIATURA,PROPIA,2,15000,28450,12,0,17,0,SINODATOS,1091.29,396,SI,POTENCIALES,V1F2,V1,F2,V1,F2
26/09/1975,FEMENINO,SOLTERO,CARRERATECNICA,PROPIA,2,8000,28985,15,0,0,6,SINODATOS,945.79,-51.22,SI,POTENCIALES,V2F2,V2,F2,V3,F3
02/04/1981,FEMENINO,UNIONLIBRE,SECUNDARIA,PROPIA,2,7000,28864,5,0,6,0,SINODATOS,945.79,0,SI,ATENCION ALTA,V2F2,V2,F2,V1,F1
02/04/1981,FEMENINO,CASADO,BACHILLERATO,PAGANDOLA,0,5625,28864,5,0,0,9,SINODATOS,1267.5,717.42,SI,ATENCION ALTA,V2F2,V2,F2,V1,F1
22/01/1981,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,8000,28979,12,0,1,0,SINODATOS,1091.29,0,NO,POTENCIALES,V2F2,V2,F2,V1,F1
30/11/1960,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,25000,28869,8,0,21,0,SINODATOS,1705.15,1850.9,SI,POTENCIALES,V1F1,V1,F1,V1,F1
30/11/1960,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,22000,28869,10,0,22,0,SINODATOS,2455.42,1938.38,SI,POTENCIALES,V1F1,V1,F1,V1,F1
07/10/1957,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,10000,28060,30,0,18,0,SINODATOS,1792.84,388,SI,PERDIDOS,V3F1,V3,F1,V1,F1
15/11/1979,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,6000,28000,2,0,15,0,SINODATOS,1560,0,NO,CAMPEONES,V4F5,V4,F5,V1,F2
23/01/1979,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,12890,28000,15,0,9,0,SINODATOS,1705.15,613.82,NO,POTENCIALES,V2F2,V2,F2,V1,F1
13/01/1978,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,7000,28000,20,0,6,0,NO,1345.15,229.56,SI,POTENCIALES,V2F1,V2,F1,V1,F1
12/02/1980,FEMENINO,SOLTERO,LICENCIATURA,FAMILIARES,0,7600,28000,11,10,0,3,NO,1705.15,928.5,SI,PERDIDOS,V1F1,V1,F1,V1,F1
23/04/1977,MASCULINO,CASADO,LICENCIATURA,PROPIA,1,15000,28870,7,0,19,0,NO,1705.15,869.82,SI,POTENCIALES,V2F1,V2,F1,V1,F1
08/03/1974,FEMENINO,CASADO,LICENCIATURA,PROPIA,2,11500,28000,7,0,10,0,SINODATOS,1227.71,957.88,NO,CAMPEONES,V4F5,V4,F5,V2,F2
22/05/1975,FEMENINO,CASADO,MAESTRIA,RENTADA,0,6000,28210,0,6,0,6,SINODATOS,597.57,56.96,SI,POTENCIALES,V1F1,V1,F1,V1,F1
15/01/1982,FEMENINO,CASADO,BACHILLERATO,PAGANDOLA,0,6000,28983,4,0,0,7,SINODATOS,1243.79,241.4,SI,LEALTAD,V3F4,V3,F4,V1,F2
22/05/1977,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,8000,28000,5,0,4,0,SINODATOS,1018.54,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
02/02/1963,MASCULINO,DIVORCIADO,BACHILLERATO,PROPIA,0,12000,28000,7,5,8,0,SINODATOS,1091.29,820.76,NO,POTENCIALES,V1F1,V1,F1,V1,F1
08/11/1981,MASCULINO,CASADO,LICENCIATURA,PAGANDOLA,0,25000,28970,3,8,11,0,SINODATOS,2493.89,901.56,NO,POTENCIALES,V2F2,V2,F2,V2,F2
08/05/1980,MASCULINO,CASADO,BACHILLERATO,PADRES,2,12000,28000,1,2,2,0,SINODATOS,1091.29,119.04,SI,PERDIDOS,V2F1,V2,F1,V1,F1
09/11/1976,FEMENINO,UNIONLIBRE,BACHILLERATO,PAGANDOLA,0,17000,28000,13,0,3,0,NO,1324.15,336.48,NO,CAMPEONES,V4F5,V4,F5,V2,F2
19/04/1974,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,20000,28869,4,0,24,0,SINODATOS,1705.15,977.4,SI,PERDIDOS,V1F1,V1,F1,V1,F1
16/12/1983,MASCULINO,SOLTERO,POSTGRADO,PADRES,0,12000,28000,30,0,5,0,NO,2216.7,500,SI,PERDIDOS,V2F1,V2,F1,V1,F1
11/10/1985,FEMENINO,CASADO,BACHILLERATO,FAMILIARES,0,10500,28000,0,2,5,0,NO,1705.15,689.82,SI,POTENCIALES,V3F2,V3,F2,V1,F1
14/08/1977,FEMENINO,CASADO,SECUNDARIA,PROPIA,3,3200,28000,13,0,4,0,SINODATOS,832,0,SI,POTENCIALES,V1F1,V1,F1,V1,F1
12/01/1979,MASCULINO,CASADO,BACHILLERATO,PAGANDOLA,0,6000,28984,12,0,1,0,SINODATOS,866.29,211,NO,PERDIDOS,V1F1,V1,F1,V1,F1
07/03/1964,MASCULINO,UNIONLIBRE,SECUNDARIA,PROPIA,3,10000,28000,9,0,22,0,SINODATOS,1705.15,192,SI,POTENCIALES,V2F2,V2,F2,V1,F1
14/08/1976,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,18000,28979,20,0,17,0,SINODATOS,1705.15,198,NO,CAMPEONES,V5F5,V5,F5,V3,F5
18/10/1983,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,8000,28000,8,0,3,0,SINODATOS,1705.15,94,SI,PERDIDOS,V1F2,V1,F2,V1,F2
28/07/1985,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,13000,28060,2,3,1,0,NO,3273.89,623.6,SI,POTENCIALES,V1F1,V1,F1,V1,F1
15/03/1982,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,13000,28000,0,4,3,0,NO,1705.15,59.72,NO,LEALTAD,V3F4,V3,F4,V2,F2
05/10/1984,MASCULINO,CASADO,LICENCIATURA,PROPIA,1,13815,28078,10,0,9,0,SINODATOS,4144.5,1027.92,NO,CAMPEONES,V5F4,V5,F4,V3,F3
06/11/1982,MASCULINO,SOLTERO,POSTGRADO,PADRES,0,36000,28000,17,0,9,0,NO,1705.15,1549.3,NO,PERDIDOS,V1F1,V1,F1,V1,F1
10/01/1983,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,12000,28000,8,0,4,0,NO,3273.89,636.46,NO,POTENCIALES,V2F3,V2,F3,V1,F2
19/08/1967,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,12000,28979,6,0,15,0,SINODATOS,1091.29,305.7,NO,ATENCION ALTA,V2F2,V2,F2,V1,F1
28/08/1959,FEMENINO,SOLTERO,SECUNDARIA,PROPIA,0,6000,28979,20,5,5,3,SINODATOS,1018.54,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
10/04/1970,FEMENINO,SOLTERO,DOCTORADO,PROPIA,0,19000,28048,5,0,18,0,SINODATOS,5700,921.74,NO,LEALTAD,V3F3,V3,F3,V3,F2
09/02/1983,FEMENINO,CASADO,MAESTRIA,PADRES,2,4000,28000,16,0,4,0,SINODATOS,1200,0,SI,POTENCIALES,V1F1,V1,F1,V1,F1
03/11/1989,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,10000,28000,28,0,8,0,NO,1018.54,30.4,NO,POTENCIALES,V3F2,V3,F2,V1,F2
09/08/1972,MASCULINO,CASADO,SECUNDARIA,PAGANDOLA,3,7111,28989,2,7,6,0,SINODATOS,1683.3,497.58,NO,POTENCIALES,V3F1,V3,F1,V3,F1
19/08/1960,FEMENINO,DIVORCIADO,SECUNDARIA,PROPIA,0,8000,28979,25,0,3,0,SINODATOS,1091.29,627.02,SI,POTENCIALES,V1F1,V1,F1,V1,F1
13/01/1959,MASCULINO,SOLTERO,SECUNDARIA,PROPIA,0,6400,28048,5,0,3,0,NO,1591.47,0,SI,PERDIDOS,V2F1,V2,F1,V1,F1
10/02/1969,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,6000,28000,18,0,9,0,SINODATOS,1800,423.2,NO,LEALTAD,V3F3,V3,F3,V1,F1
12/05/1977,FEMENINO,CASADO,BACHILLERATO,PROPIA,3,5000,28000,22,0,6,0,SINODATOS,1091.29,398,SI,POTENCIALES,V1F1,V1,F1,V1,F1
29/07/1967,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,15000,28000,10,0,6,0,SINODATOS,2455.42,201.88,NO,PERDIDOS,V1F1,V1,F1,V1,F1
25/04/1967,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,12300,28047,6,0,27,0,SINODATOS,1091.29,967.58,SI,POTENCIALES,V1F2,V1,F2,V1,F2
15/08/1974,FEMENINO,SOLTERO,LICENCIATURA,PAGANDOLA,0,12000,28979,8,0,6,0,SINODATOS,911.29,420.82,SI,POTENCIALES,V2F2,V2,F2,V1,F2
17/04/1967,MASCULINO,SOLTERO,LICENCIATURA,PROPIA,0,20000,28979,16,0,25,0,NO,3273.89,1069.02,SI,POTENCIALES,V2F2,V2,F2,V1,F1
26/04/1959,FEMENINO,SOLTERO,PRIMARIA,FAMILIARES,0,3600,28984,24,0,15,0,SINODATOS,1080,390,SI,PERDIDOS,V2F1,V2,F1,V1,F1
30/07/1965,FEMENINO,CASADO,LICENCIATURA,PRESTADA,1,20000,28984,24,0,7,0,SINODATOS,6000,174.78,SI,POTENCIALES,V1F1,V1,F1,V1,F1
04/10/1971,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,4000,28979,4,11,3,0,SINODATOS,1091.29,453,NO,PERDIDOS,V1F1,V1,F1,V1,F1
05/11/1964,MASCULINO,DIVORCIADO,LICENCIATURA,PAGANDOLA,0,20000,28979,3,0,32,0,NO,955.15,300,SI,POTENCIALES,V3F2,V3,F2,V1,F1
14/04/1957,FEMENINO,SOLTERO,SECUNDARIA,PROPIA,0,30000,28000,33,0,33,0,SINODATOS,1688.91,0,SI,PERDIDOS,V1F2,V1,F2,V1,F1
21/08/1969,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,8000,28984,14,0,24,0,NO,500,-356.26,SI,PERDIDOS,V1F1,V1,F1,V1,F1
26/04/1955,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,10000,28000,40,0,8,0,SINODATOS,1091.29,261.74,SI,ATENCION MEDIA,V1F1,V1,F1,V1,F1
10/01/1964,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,2,21000,28000,0,4,0,6,SINODATOS,1705.15,374,NO,LEALTAD,V3F4,V3,F4,V1,F1
17/06/1970,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,12000,28000,25,0,8,0,SINODATOS,1091.29,405.9,SI,ATENCION MEDIA,V1F1,V1,F1,V1,F1
08/12/1963,FEMENINO,CASADO,LICENCIATURA,PROPIA,2,31000,28979,10,0,31,0,SINODATOS,2864.65,1527.94,SI,POTENCIALES,V3F2,V3,F2,V2,F2
29/01/1971,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,25000,28000,2,8,24,0,SINODATOS,945.79,112.96,SI,POTENCIALES,V3F1,V3,F1,V1,F1
29/01/1971,FEMENINO,SOLTERO,LICENCIATURA,PADRES,3,12000,28000,3,11,26,0,SINODATOS,2068.92,197.1,SI,POTENCIALES,V3F1,V3,F1,V1,F1
31/01/1956,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,18000,28000,9,2,14,0,SINODATOS,1705.15,482.39,SI,POTENCIALES,V2F2,V2,F2,V1,F1
02/06/1968,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,12000,28000,8,0,5,0,SINODATOS,1705.15,0,SI,ATENCION ALTA,V3F2,V3,F2,V1,F1
18/08/1966,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,8000,28978,1,0,3,0,SINODATOS,1705.15,483.78,SI,POTENCIALES,V2F3,V2,F3,V1,F2
22/09/1965,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,10000,28000,3,0,30,0,SINODATOS,3000,858.2,NO,POTENCIALES,V2F2,V2,F2,V1,F2
28/06/1973,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,20000,28984,1,0,24,0,SINODATOS,1792.84,1246.62,SI,PERDIDOS,V1F1,V1,F1,V1,F1
14/10/1981,MASCULINO,DIVORCIADO,SECUNDARIA,PADRES,2,5000,28000,2,11,1,0,SINODATOS,945.79,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
20/03/1963,FEMENINO,CASADO,SECUNDARIA,PROPIA,1,7000,28078,24,0,27,0,SINODATOS,1705.15,666,SI,POTENCIALES,V3F2,V3,F2,V2,F2
12/11/1983,FEMENINO,UNIONLIBRE,CARRERATECNICA,PROPIA,0,6500,28984,4,0,1,0,SINODATOS,1477.79,0,NO,ATENCION ALTA,V4F3,V4,F3,V1,F1
18/10/1974,MASCULINO,CASADO,BACHILLERATO,PAGANDOLA,0,8800,28000,14,0,18,0,SINODATOS,1255.15,792.5,SI,POTENCIALES,V1F1,V1,F1,V1,F1
10/11/1972,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,4000,28000,8,0,10,0,SINODATOS,1018.54,66.52,SI,LEALTAD,V3F3,V3,F3,V2,F2
02/04/1968,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,18000,28989,4,0,3,0,SINODATOS,1091.29,0,SI,POTENCIALES,V1F1,V1,F1,V1,F1
08/09/1981,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,16000,28000,4,0,17,0,NO,1705.15,196,NO,POTENCIALES,V3F2,V3,F2,V1,F1
04/10/1964,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,6000,28984,15,0,13,0,SINODATOS,1018.54,0,NO,POTENCIALES,V3F2,V3,F2,V1,F1
13/08/1981,MASCULINO,CASADO,PRIMARIA,RENTADA,0,8000,28979,4,0,5,0,SINODATOS,836.76,0,SI,POTENCIALES,V1F1,V1,F1,V1,F1
15/12/1969,FEMENINO,CASADO,BACHILLERATO,PROPIA,1,12000,28000,4,3,20,0,SINODATOS,1705.15,143.56,NO,PERDIDOS,V2F1,V2,F1,V2,F2
13/09/1953,FEMENINO,CASADO,PRIMARIA,PROPIA,0,3500,28450,43,0,20,0,SINODATOS,1050,176.12,NO,ATENCION ALTA,V3F2,V3,F2,V3,F2
21/10/1958,FEMENINO,VIUDO,SECUNDARIA,PROPIA,0,5470,28000,0,4,20,0,SINODATOS,1422.2,0,NO,PERDIDOS,V2F1,V2,F1,V1,F1
24/03/1960,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,15000,28000,7,2,15,0,SINODATOS,1591.47,849.78,NO,PERDIDOS,V1F1,V1,F1,V1,F1
15/04/1978,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,8000,28000,2,8,10,0,SINODATOS,500,77.38,NO,PERDIDOS,V1F1,V1,F1,V1,F1
23/08/1955,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,4000,28983,15,0,7,0,NO,1040,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
22/05/1974,FEMENINO,CASADO,LICENCIATURA,PAGANDOLA,0,14625,28984,11,4,14,0,SINODATOS,3787.5,1289.92,SI,CAMPEONES,V4F5,V4,F5,V5,F5
24/11/1975,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,0,6000,28000,3,0,1,0,NO,1091.29,338.8,NO,PERDIDOS,V1F2,V1,F2,V2,F3
05/04/1983,MASCULINO,CASADO,MAESTRIA,PAGANDOLA,1,14000,28000,4,0,8,0,SINODATOS,1255.15,666.54,SI,ATENCION MEDIA,V1F1,V1,F1,V1,F1
15/06/1944,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,8500,28970,20,0,1,5,SINODATOS,1705.15,204.8,NO,PERDIDOS,V1F1,V1,F1,V1,F1
03/04/1985,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,15000,28000,2,0,9,0,NO,1091.29,826.88,NO,ATENCION ALTA,V2F2,V2,F2,V1,F1
27/03/1972,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,12000,28000,14,0,10,0,SINODATOS,1705.15,799.32,SI,PERDIDOS,V2F1,V2,F1,V1,F1
20/05/1943,FEMENINO,VIUDO,SECUNDARIA,PROPIA,0,5000,28000,2,10,30,0,SINODATOS,1500,392.5,SI,PERDIDOS,V1F1,V1,F1,V1,F1
14/03/1974,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,6000,28040,1,8,13,0,NO,1705.15,297,NO,POTENCIALES,V1F1,V1,F1,V1,F1
14/10/1978,MASCULINO,CASADO,POSTGRADO,PROPIA,0,10000,28984,7,0,14,0,SINODATOS,1091.29,695.06,NO,POTENCIALES,V1F2,V1,F2,V1,F1
01/08/1964,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,20000,28000,12,11,1,0,SINODATOS,1705.15,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
14/06/1989,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,6200,28979,27,0,1,0,NO,1705.15,0,NO,LEALTAD,V3F3,V3,F3,V1,F1
15/11/1966,MASCULINO,CASADO,LICENCIATURA,PROPIA,1,42000,28017,4,0,2,0,SINODATOS,3273.89,659.3,SI,POTENCIALES,V1F2,V1,F2,V2,F2
25/12/1977,FEMENINO,CASADO,BACHILLERATO,PROPIA,1,5000,28000,10,0,0,5,SINODATOS,1091.29,507,NO,POTENCIALES,V1F1,V1,F1,V2,F2
14/11/1971,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,5000,28078,35,0,2,6,SINODATOS,1591.47,0,SI,LEALTAD,V4F3,V4,F3,V2,F2
17/06/1974,MASCULINO,CASADO,BACHILLERATO,RENTADA,0,13300,48970,5,0,2,0,SINODATOS,1171.47,221.88,SI,POTENCIALES,V2F2,V2,F2,V1,F1
23/02/1965,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,6000,28984,16,0,30,0,SINODATOS,1705.15,232.28,NO,POTENCIALES,V1F1,V1,F1,V1,F1
11/01/1964,MASCULINO,CASADO,SECUNDARIA,PROPIA,0,18000,28048,4,0,23,0,SINODATOS,1091.29,29.16,SI,POTENCIALES,V1F1,V1,F1,V1,F1
15/02/1980,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,7000,28000,3,9,1,6,SINODATOS,974.37,0,SI,POTENCIALES,V2F2,V2,F2,V1,F2
12/05/1982,MASCULINO,UNIONLIBRE,BACHILLERATO,PAGANDOLA,0,6000,28984,2,0,3,0,SINODATOS,500,882,NO,POTENCIALES,V2F1,V2,F1,V1,F1
15/12/1979,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,10000,28000,37,0,9,0,SINODATOS,1705.15,434,NO,POTENCIALES,V3F2,V3,F2,V2,F2
18/01/1981,FEMENINO,CASADO,PRIMARIA,FAMILIARES,0,8000,28000,9,0,1,0,SINODATOS,945.79,63.36,SI,POTENCIALES,V2F1,V2,F1,V1,F1
30/10/1972,MASCULINO,CASADO,BACHILLERATO,PAGANDOLA,0,8060,28979,13,3,0,1,SINODATOS,611.29,14.64,NO,POTENCIALES,V1F3,V1,F3,V1,F2
23/03/1964,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,4000,28000,20,0,1,0,SINODATOS,1018.54,74.1,SI,POTENCIALES,V1F1,V1,F1,V1,F1
21/01/1967,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,0,12000,28000,5,0,28,0,SINODATOS,1018.54,13.86,NO,PERDIDOS,V1F1,V1,F1,V1,F1
08/10/1967,FEMENINO,UNIONLIBRE,BACHILLERATO,PROPIA,1,12000,28974,25,0,25,0,SINODATOS,1018.54,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
26/04/1962,FEMENINO,CASADO,LICENCIATURA,PROPIA,1,31000,28219,29,0,11,0,SINODATOS,1705.15,513.18,NO,ATENCION ALTA,V2F3,V2,F3,V1,F2
19/05/1977,MASCULINO,UNIONLIBRE,BACHILLERATO,PROPIA,2,16000,28979,2,6,11,0,SINODATOS,2128.03,136,SI,PERDIDOS,V1F1,V1,F1,V1,F1
02/04/1972,FEMENINO,UNIONLIBRE,SECUNDARIA,FAMILIARES,0,20000,28000,1,2,15,0,SINODATOS,1477.79,0,SI,POTENCIALES,V3F2,V3,F2,V1,F1
28/01/1953,MASCULINO,DIVORCIADO,LICENCIATURA,RENTADA,0,39563,28050,1,2,13,0,SI,11268.9,522.6,SI,CAMPEONES,V5F5,V5,F5,V2,F2
05/10/1982,FEMENINO,SOLTERO,CARRERATECNICA,PADRES,0,8000,28989,2,0,6,0,SINODATOS,1705.15,495,SI,POTENCIALES,V1F1,V1,F1,V1,F1
01/03/1966,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,12000,28400,23,0,29,0,SINODATOS,1705.15,554.96,NO,ATENCION ALTA,V2F2,V2,F2,V2,F2
13/05/1965,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,22150,28979,10,0,0,6,SINODATOS,1705.15,554.52,NO,ATENCION MEDIA,V1F1,V1,F1,V1,F1
27/03/1965,MASCULINO,CASADO,BACHILLERATO,PAGANDOLA,2,7200,28984,13,0,15,0,SINODATOS,791.29,742.58,SI,POTENCIALES,V2F2,V2,F2,V1,F2
17/01/1979,FEMENINO,CASADO,CARRERATECNICA,PROPIA,1,25000,28450,20,0,15,0,SINODATOS,1091.29,1405.14,NO,CAMPEONES,V4F4,V4,F4,V3,F4
14/09/1982,FEMENINO,DIVORCIADO,CARRERATECNICA,PAGANDOLA,0,7000,28000,0,8,7,0,SINODATOS,1196,297.8,SI,ATENCION ALTA,V2F2,V2,F2,V1,F1
14/09/1982,FEMENINO,DIVORCIADO,CARRERATECNICA,PAGANDOLA,0,7500,28984,0,8,7,0,SINODATOS,1350,297.8,SI,ATENCION ALTA,V2F2,V2,F2,V1,F1
